Sumber,Komoditi,Tingkat,Provinsi,Tanggal,Harga
SP2KP,Telur Ayam Ras,Konsumen,Kapuas Hulu,2026-01-06,35200.0
SP2KP,Telur Ayam Ras,Konsumen,Bengkayang,2026-01-06,34000.0
SP2KP,Telur Ayam Ras,Konsumen,Landak,2026-01-06,37400.0
SP2KP,Telur Ayam Ras,Konsumen,Sekadau,2026-01-06,38000.0
SP2KP,Telur Ayam Ras,Konsumen,Melawi,2026-01-06,36800.0
SP2KP,Telur Ayam Ras,Konsumen,Kayong Utara,2026-01-06,40000.0
SP2KP,Telur Ayam Ras,Konsumen,Kubu Raya,2026-01-06,33000.0
SP2KP,Telur Ayam Ras,Konsumen,Pontianak,2026-01-06,34000.0
SP2KP,Telur Ayam Ras,Konsumen,Singkawang,2026-01-06,32000.0
Panel Harga,Daging Sapi,Konsumen,Provinsi,2026-01-06,156167.0
Panel Harga,Daging Sapi,Konsumen,Kayong Utara,2026-01-06,160000.0
Panel Harga,Daging Sapi,Konsumen,Ketapang,2026-01-06,150000.0
Panel Harga,Daging Sapi,Konsumen,Kubu Raya,2026-01-06,160000.0
Panel Harga,Daging Sapi,Konsumen,Landak,2026-01-06,161667.0
Panel Harga,Daging Sapi,Konsumen,Melawi,2026-01-06,160000.0
Panel Harga,Daging Sapi,Konsumen,Mempawah,2026-01-06,150000.0
Panel Harga,Daging Sapi,Konsumen,Sanggau,2026-01-06,160000.0
Panel Harga,Daging Sapi,Konsumen,Sekadau,2026-01-06,165000.0
Panel Harga,Daging Sapi,Konsumen,Sintang,2026-01-06,150000.0
Panel Harga,Daging Sapi,Konsumen,Kota Pontianak,2026-01-06,155000.0
Panel Harga,Daging Sapi,Konsumen,Kota Singkawang,2026-01-06,160000.0
Panel Harga,Daging Ayam Ras,Konsumen,Provinsi,2026-01-06,44283.0
Panel Harga,Daging Ayam Ras,Konsumen,Bengkayang,2026-01-06,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kayong Utara,2026-01-06,44000.0
Panel Harga,Daging Ayam Ras,Konsumen,Ketapang,2026-01-06,50800.0
Panel Harga,Daging Ayam Ras,Konsumen,Kubu Raya,2026-01-06,42000.0
Panel Harga,Daging Ayam Ras,Konsumen,Landak,2026-01-06,42333.0
Panel Harga,Daging Ayam Ras,Konsumen,Melawi,2026-01-06,50000.0
Panel Harga,Daging Ayam Ras,Konsumen,Mempawah,2026-01-06,37667.0
Panel Harga,Daging Ayam Ras,Konsumen,Sanggau,2026-01-06,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Sekadau,2026-01-06,48333.0
Panel Harga,Daging Ayam Ras,Konsumen,Sintang,2026-01-06,44500.0
Panel Harga,Daging Ayam Ras,Konsumen,Kota Pontianak,2026-01-06,41000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kota Singkawang,2026-01-06,41667.0
Panel Harga,Telur Ayam Ras,Konsumen,Provinsi,2026-01-06,35058.0
Panel Harga,Telur Ayam Ras,Konsumen,Bengkayang,2026-01-06,34333.0
Panel Harga,Telur Ayam Ras,Konsumen,Kayong Utara,2026-01-06,36800.0
Panel Harga,Telur Ayam Ras,Konsumen,Ketapang,2026-01-06,36517.0
Panel Harga,Telur Ayam Ras,Konsumen,Kubu Raya,2026-01-06,33000.0
Panel Harga,Telur Ayam Ras,Konsumen,Landak,2026-01-06,36000.0
Panel Harga,Telur Ayam Ras,Konsumen,Melawi,2026-01-06,35000.0
Panel Harga,Telur Ayam Ras,Konsumen,Mempawah,2026-01-06,34500.0
Panel Harga,Telur Ayam Ras,Konsumen,Sanggau,2026-01-06,35377.0
Panel Harga,Telur Ayam Ras,Konsumen,Sekadau,2026-01-06,36806.0
Panel Harga,Telur Ayam Ras,Konsumen,Sintang,2026-01-06,35520.0
Panel Harga,Telur Ayam Ras,Konsumen,Kota Pontianak,2026-01-06,33750.0
Panel Harga,Telur Ayam Ras,Konsumen,Kota Singkawang,2026-01-06,33200.0
Panel Harga,Jagung Tk Peternak,Konsumen,Provinsi,2026-01-06,6800.0
Panel Harga,Jagung Tk Peternak,Konsumen,Kota Singkawang,2026-01-06,6800.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Provinsi,2026-01-06,38450.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Sintang,2026-01-06,46000.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Kota Pontianak,2026-01-06,33400.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Kota Singkawang,2026-01-06,36000.0
PIHPS,Daging Ayam Ras Segar,Pasar Modern,Provinsi,2026-01-06,39900.0
PIHPS,Daging Ayam Ras Segar,Pasar Modern,Kota Singkawang,2026-01-06,39900.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Provinsi,2026-01-06,157500.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Sintang,2026-01-06,157500.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Kota Pontianak,2026-01-06,160000.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Kota Singkawang,2026-01-06,160000.0
PIHPS,Daging Sapi Kuailitas I,Pasar Modern,Provinsi,2026-01-06,128000.0
PIHPS,Daging Sapi Kuailitas I,Pasar Modern,Kota Singkawang,2026-01-06,128000.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Provinsi,2026-01-06,141650.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Sintang,2026-01-06,112500.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Kota Pontianak,2026-01-06,152500.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Kota Singkawang,2026-01-06,160000.0
PIHPS,Daging Sapi Kuailitas II,Pasar Modern,Provinsi,2026-01-06,156000.0
PIHPS,Daging Sapi Kuailitas II,Pasar Modern,Kota Singkawang,2026-01-06,156000.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Provinsi,2026-01-06,34800.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Sintang,2026-01-06,36000.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Kota Pontianak,2026-01-06,35700.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Kota Singkawang,2026-01-06,32750.0
PIHPS,Telur Ayam Ras Segar,Pasar Modern,Provinsi,2026-01-06,34500.0
PIHPS,Telur Ayam Ras Segar,Pasar Modern,Kota Singkawang,2026-01-06,34500.0
Disbunnak,Daging Ayam Ras Karkas,Pasar Flamboyan,Kota Pontianak,2026-01-06,43000.0
Disbunnak,Daging Ayam Ras Karkas,Pasar Kemuning,Kota Pontianak,2026-01-06,45000.0
Disbunnak,Daging Ayam Buras,Pasar Flamboyan,Kota Pontianak,2026-01-06,60000.0
Disbunnak,Daging Ayam Buras,Pasar Kemuning,Kota Pontianak,2026-01-06,62000.0
Disbunnak,Daging Babi,Pasar Flamboyan,Kota Pontianak,2026-01-06,140000.0
Disbunnak,Daging Babi,Pasar Kemuning,Kota Pontianak,2026-01-06,140000.0
Disbunnak,Daging Sapi,Pasar Flamboyan,Kota Pontianak,2026-01-06,150000.0
Disbunnak,Daging Sapi,Pasar Kemuning,Kota Pontianak,2026-01-06,160000.0
Disbunnak,Telur Ayam (butir) tertinggi,Pasar Flamboyan,Kota Pontianak,2026-01-06,2300.0
Disbunnak,Telur Ayam (butir) tertinggi,Pasar Kemuning,Kota Pontianak,2026-01-06,2400.0
Disbunnak,Telur Ayam (butir) terendah,Pasar Flamboyan,Kota Pontianak,2026-01-06,1900.0
Disbunnak,Telur Ayam (butir) terendah,Pasar Kemuning,Kota Pontianak,2026-01-06,1900.0
Disbunnak,Telur Ayam (kg),Pasar Flamboyan,Kota Pontianak,2026-01-06,33600.0
Disbunnak,Telur Ayam (kg),Pasar Kemuning,Kota Pontianak,2026-01-06,34400.0
Disbunnak,Telur Ayam Buras (butir),Pasar Flamboyan,Kota Pontianak,2026-01-06,3300.0
Disbunnak,Telur Ayam Buras (butir),Pasar Kemuning,Kota Pontianak,2026-01-06,3500.0
Disbunnak,Telur Bebek (butir),Pasar Flamboyan,Kota Pontianak,2026-01-06,3500.0
Disbunnak,Telur Bebek (butir),Pasar Kemuning,Kota Pontianak,2026-01-06,3500.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Provinsi,2026-01-07,154000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sambas,2026-01-07,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Mempawah,2026-01-07,140000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sanggau,2026-01-07,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Ketapang,2026-01-07,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sintang,2026-01-07,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kapuas Hulu,2026-01-07,180000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Bengkayang,2026-01-07,170000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Landak,2026-01-07,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sekadau,2026-01-07,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Melawi,2026-01-07,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kayong Utara,2026-01-07,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kubu Raya,2026-01-07,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Pontianak,2026-01-07,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Singkawang,2026-01-07,160000.0
SP2KP,Daging Ayam Ras,Konsumen,Provinsi,2026-01-07,46167.0
SP2KP,Daging Ayam Ras,Konsumen,Sambas,2026-01-07,43000.0
SP2KP,Daging Ayam Ras,Konsumen,Mempawah,2026-01-07,38000.0
SP2KP,Daging Ayam Ras,Konsumen,Sanggau,2026-01-07,43000.0
SP2KP,Daging Ayam Ras,Konsumen,Ketapang,2026-01-07,47500.0
SP2KP,Daging Ayam Ras,Konsumen,Sintang,2026-01-07,46000.0
SP2KP,Daging Ayam Ras,Konsumen,Kapuas Hulu,2026-01-07,45000.0
SP2KP,Daging Ayam Ras,Konsumen,Bengkayang,2026-01-07,47000.0
SP2KP,Daging Ayam Ras,Konsumen,Landak,2026-01-07,48000.0
SP2KP,Daging Ayam Ras,Konsumen,Sekadau,2026-01-07,46000.0
SP2KP,Daging Ayam Ras,Konsumen,Melawi,2026-01-07,45000.0
SP2KP,Daging Ayam Ras,Konsumen,Kayong Utara,2026-01-07,50000.0
SP2KP,Daging Ayam Ras,Konsumen,Kubu Raya,2026-01-07,40000.0
SP2KP,Daging Ayam Ras,Konsumen,Pontianak,2026-01-07,42333.0
SP2KP,Daging Ayam Ras,Konsumen,Singkawang,2026-01-07,45000.0
SP2KP,Telur Ayam Ras,Konsumen,Provinsi,2026-01-07,36560.0
SP2KP,Telur Ayam Ras,Konsumen,Sambas,2026-01-07,33000.0
SP2KP,Telur Ayam Ras,Konsumen,Mempawah,2026-01-07,34000.0
SP2KP,Telur Ayam Ras,Konsumen,Sanggau,2026-01-07,32000.0
SP2KP,Telur Ayam Ras,Konsumen,Ketapang,2026-01-07,40000.0
SP2KP,Telur Ayam Ras,Konsumen,Sintang,2026-01-07,36800.0
SP2KP,Telur Ayam Ras,Konsumen,Kapuas Hulu,2026-01-07,35200.0
SP2KP,Telur Ayam Ras,Konsumen,Bengkayang,2026-01-07,34000.0
SP2KP,Telur Ayam Ras,Konsumen,Landak,2026-01-07,37400.0
SP2KP,Telur Ayam Ras,Konsumen,Sekadau,2026-01-07,38000.0
SP2KP,Telur Ayam Ras,Konsumen,Melawi,2026-01-07,36800.0
SP2KP,Telur Ayam Ras,Konsumen,Kayong Utara,2026-01-07,40000.0
SP2KP,Telur Ayam Ras,Konsumen,Kubu Raya,2026-01-07,33000.0
SP2KP,Telur Ayam Ras,Konsumen,Pontianak,2026-01-07,34000.0
SP2KP,Telur Ayam Ras,Konsumen,Singkawang,2026-01-07,32000.0
Panel Harga,Daging Sapi,Konsumen,Provinsi,2026-01-07,155167.0
Panel Harga,Daging Sapi,Konsumen,Ketapang,2026-01-07,148000.0
Panel Harga,Daging Sapi,Konsumen,Kubu Raya,2026-01-07,160000.0
Panel Harga,Daging Sapi,Konsumen,Landak,2026-01-07,162500.0
Panel Harga,Daging Sapi,Konsumen,Melawi,2026-01-07,160000.0
Panel Harga,Daging Sapi,Konsumen,Mempawah,2026-01-07,150000.0
Panel Harga,Daging Sapi,Konsumen,Sanggau,2026-01-07,160000.0
Panel Harga,Daging Sapi,Konsumen,Sekadau,2026-01-07,165000.0
Panel Harga,Daging Sapi,Konsumen,Sintang,2026-01-07,150000.0
Panel Harga,Daging Sapi,Konsumen,Kota Pontianak,2026-01-07,155000.0
Panel Harga,Daging Sapi,Konsumen,Kota Singkawang,2026-01-07,160000.0
Panel Harga,Daging Ayam Ras,Konsumen,Provinsi,2026-01-07,44568.0
Panel Harga,Daging Ayam Ras,Konsumen,Bengkayang,2026-01-07,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kayong Utara,2026-01-07,44000.0
Panel Harga,Daging Ayam Ras,Konsumen,Ketapang,2026-01-07,49400.0
Panel Harga,Daging Ayam Ras,Konsumen,Kubu Raya,2026-01-07,42000.0
Panel Harga,Daging Ayam Ras,Konsumen,Landak,2026-01-07,41667.0
Panel Harga,Daging Ayam Ras,Konsumen,Melawi,2026-01-07,50000.0
Panel Harga,Daging Ayam Ras,Konsumen,Mempawah,2026-01-07,40000.0
Panel Harga,Daging Ayam Ras,Konsumen,Sanggau,2026-01-07,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Sekadau,2026-01-07,48333.0
Panel Harga,Daging Ayam Ras,Konsumen,Sintang,2026-01-07,46333.0
Panel Harga,Daging Ayam Ras,Konsumen,Kota Pontianak,2026-01-07,40000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kota Singkawang,2026-01-07,43000.0
Panel Harga,Telur Ayam Ras,Konsumen,Provinsi,2026-01-07,35141.0
Panel Harga,Telur Ayam Ras,Konsumen,Bengkayang,2026-01-07,34333.0
Panel Harga,Telur Ayam Ras,Konsumen,Kayong Utara,2026-01-07,36800.0
Panel Harga,Telur Ayam Ras,Konsumen,Ketapang,2026-01-07,36517.0
Panel Harga,Telur Ayam Ras,Konsumen,Kubu Raya,2026-01-07,33000.0
Panel Harga,Telur Ayam Ras,Konsumen,Landak,2026-01-07,37000.0
Panel Harga,Telur Ayam Ras,Konsumen,Melawi,2026-01-07,35000.0
Panel Harga,Telur Ayam Ras,Konsumen,Mempawah,2026-01-07,34500.0
Panel Harga,Telur Ayam Ras,Konsumen,Sanggau,2026-01-07,35377.0
Panel Harga,Telur Ayam Ras,Konsumen,Sekadau,2026-01-07,36944.0
Panel Harga,Telur Ayam Ras,Konsumen,Sintang,2026-01-07,35520.0
Panel Harga,Telur Ayam Ras,Konsumen,Kota Pontianak,2026-01-07,33800.0
Panel Harga,Telur Ayam Ras,Konsumen,Kota Singkawang,2026-01-07,33200.0
Panel Harga,Jagung Tk Peternak,Konsumen,Provinsi,2026-01-07,6800.0
Panel Harga,Jagung Tk Peternak,Konsumen,Kota Singkawang,2026-01-07,6800.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Provinsi,2026-01-07,38200.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Sintang,2026-01-07,46000.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Kota Pontianak,2026-01-07,32650.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Kota Singkawang,2026-01-07,36000.0
PIHPS,Daging Ayam Ras Segar,Pasar Modern,Provinsi,2026-01-07,39900.0
PIHPS,Daging Ayam Ras Segar,Pasar Modern,Kota Singkawang,2026-01-07,39900.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Provinsi,2026-01-07,157500.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Sintang,2026-01-07,157500.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Kota Pontianak,2026-01-07,160000.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Kota Singkawang,2026-01-07,160000.0
PIHPS,Daging Sapi Kuailitas I,Pasar Modern,Provinsi,2026-01-07,128000.0
PIHPS,Daging Sapi Kuailitas I,Pasar Modern,Kota Singkawang,2026-01-07,128000.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Provinsi,2026-01-07,141650.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Sintang,2026-01-07,112500.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Kota Pontianak,2026-01-07,152500.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Kota Singkawang,2026-01-07,160000.0
PIHPS,Daging Sapi Kuailitas II,Pasar Modern,Provinsi,2026-01-07,156000.0
PIHPS,Daging Sapi Kuailitas II,Pasar Modern,Kota Singkawang,2026-01-07,156000.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Provinsi,2026-01-07,34750.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Sintang,2026-01-07,36000.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Kota Pontianak,2026-01-07,35700.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Kota Singkawang,2026-01-07,32500.0
PIHPS,Telur Ayam Ras Segar,Pasar Modern,Provinsi,2026-01-07,34500.0
PIHPS,Telur Ayam Ras Segar,Pasar Modern,Kota Singkawang,2026-01-07,34500.0
Disbunnak,Daging Ayam Ras Karkas,Pasar Flamboyan,Kota Pontianak,2026-01-07,43000.0
Disbunnak,Daging Ayam Ras Karkas,Pasar Kemuning,Kota Pontianak,2026-01-07,45000.0
Disbunnak,Daging Ayam Buras,Pasar Flamboyan,Kota Pontianak,2026-01-07,60000.0
Disbunnak,Daging Ayam Buras,Pasar Kemuning,Kota Pontianak,2026-01-07,62000.0
Disbunnak,Daging Babi,Pasar Flamboyan,Kota Pontianak,2026-01-07,140000.0
Disbunnak,Daging Babi,Pasar Kemuning,Kota Pontianak,2026-01-07,140000.0
Disbunnak,Daging Sapi,Pasar Flamboyan,Kota Pontianak,2026-01-07,150000.0
Disbunnak,Daging Sapi,Pasar Kemuning,Kota Pontianak,2026-01-07,160000.0
Disbunnak,Telur Ayam (butir) tertinggi,Pasar Flamboyan,Kota Pontianak,2026-01-07,2300.0
Disbunnak,Telur Ayam (butir) tertinggi,Pasar Kemuning,Kota Pontianak,2026-01-07,2400.0
Disbunnak,Telur Ayam (butir) terendah,Pasar Flamboyan,Kota Pontianak,2026-01-07,1900.0
Disbunnak,Telur Ayam (butir) terendah,Pasar Kemuning,Kota Pontianak,2026-01-07,1900.0
Disbunnak,Telur Ayam (kg),Pasar Flamboyan,Kota Pontianak,2026-01-07,33600.0
Disbunnak,Telur Ayam (kg),Pasar Kemuning,Kota Pontianak,2026-01-07,34400.0
Disbunnak,Telur Ayam Buras (butir),Pasar Flamboyan,Kota Pontianak,2026-01-07,3300.0
Disbunnak,Telur Ayam Buras (butir),Pasar Kemuning,Kota Pontianak,2026-01-07,3500.0
Disbunnak,Telur Bebek (butir),Pasar Flamboyan,Kota Pontianak,2026-01-07,3500.0
Disbunnak,Telur Bebek (butir),Pasar Kemuning,Kota Pontianak,2026-01-07,3500.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Provinsi,2026-01-08,154000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sambas,2026-01-08,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Mempawah,2026-01-08,140000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sanggau,2026-01-08,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Ketapang,2026-01-08,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sintang,2026-01-08,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kapuas Hulu,2026-01-08,180000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Bengkayang,2026-01-08,170000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Landak,2026-01-08,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sekadau,2026-01-08,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Melawi,2026-01-08,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kayong Utara,2026-01-08,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kubu Raya,2026-01-08,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Pontianak,2026-01-08,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Singkawang,2026-01-08,160000.0
SP2KP,Daging Ayam Ras,Konsumen,Provinsi,2026-01-08,45900.0
SP2KP,Daging Ayam Ras,Konsumen,Sambas,2026-01-08,43000.0
SP2KP,Daging Ayam Ras,Konsumen,Mempawah,2026-01-08,38000.0
SP2KP,Daging Ayam Ras,Konsumen,Sanggau,2026-01-08,45000.0
SP2KP,Daging Ayam Ras,Konsumen,Ketapang,2026-01-08,47500.0
SP2KP,Daging Ayam Ras,Konsumen,Sintang,2026-01-08,45000.0
SP2KP,Daging Ayam Ras,Konsumen,Kapuas Hulu,2026-01-08,45000.0
SP2KP,Daging Ayam Ras,Konsumen,Bengkayang,2026-01-08,47000.0
SP2KP,Daging Ayam Ras,Konsumen,Landak,2026-01-08,48000.0
SP2KP,Daging Ayam Ras,Konsumen,Sekadau,2026-01-08,46000.0
SP2KP,Daging Ayam Ras,Konsumen,Melawi,2026-01-08,45000.0
SP2KP,Daging Ayam Ras,Konsumen,Kayong Utara,2026-01-08,50000.0
SP2KP,Daging Ayam Ras,Konsumen,Kubu Raya,2026-01-08,40000.0
SP2KP,Daging Ayam Ras,Konsumen,Pontianak,2026-01-08,42000.0
SP2KP,Daging Ayam Ras,Konsumen,Singkawang,2026-01-08,45000.0
SP2KP,Telur Ayam Ras,Konsumen,Provinsi,2026-01-08,36493.0
SP2KP,Telur Ayam Ras,Konsumen,Sambas,2026-01-08,33000.0
SP2KP,Telur Ayam Ras,Konsumen,Mempawah,2026-01-08,34000.0
SP2KP,Telur Ayam Ras,Konsumen,Sanggau,2026-01-08,32000.0
SP2KP,Telur Ayam Ras,Konsumen,Ketapang,2026-01-08,40000.0
SP2KP,Telur Ayam Ras,Konsumen,Sintang,2026-01-08,36800.0
SP2KP,Telur Ayam Ras,Konsumen,Kapuas Hulu,2026-01-08,35200.0
SP2KP,Telur Ayam Ras,Konsumen,Bengkayang,2026-01-08,34000.0
SP2KP,Telur Ayam Ras,Konsumen,Landak,2026-01-08,37400.0
SP2KP,Telur Ayam Ras,Konsumen,Sekadau,2026-01-08,38000.0
SP2KP,Telur Ayam Ras,Konsumen,Melawi,2026-01-08,36800.0
SP2KP,Telur Ayam Ras,Konsumen,Kayong Utara,2026-01-08,40000.0
SP2KP,Telur Ayam Ras,Konsumen,Kubu Raya,2026-01-08,33000.0
SP2KP,Telur Ayam Ras,Konsumen,Pontianak,2026-01-08,33667.0
SP2KP,Telur Ayam Ras,Konsumen,Singkawang,2026-01-08,32000.0
Panel Harga,Daging Sapi,Konsumen,Provinsi,2026-01-08,155577.0
Panel Harga,Daging Sapi,Konsumen,Kayong Utara,2026-01-08,160000.0
Panel Harga,Daging Sapi,Konsumen,Ketapang,2026-01-08,147500.0
Panel Harga,Daging Sapi,Konsumen,Kubu Raya,2026-01-08,160000.0
Panel Harga,Daging Sapi,Konsumen,Landak,2026-01-08,161667.0
Panel Harga,Daging Sapi,Konsumen,Melawi,2026-01-08,160000.0
Panel Harga,Daging Sapi,Konsumen,Mempawah,2026-01-08,150000.0
Panel Harga,Daging Sapi,Konsumen,Sekadau,2026-01-08,165000.0
Panel Harga,Daging Sapi,Konsumen,Sintang,2026-01-08,150000.0
Panel Harga,Daging Sapi,Konsumen,Kota Pontianak,2026-01-08,155000.0
Panel Harga,Daging Ayam Ras,Konsumen,Provinsi,2026-01-08,44950.0
Panel Harga,Daging Ayam Ras,Konsumen,Bengkayang,2026-01-08,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kapuas Hulu,2026-01-08,50000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kayong Utara,2026-01-08,43800.0
Panel Harga,Daging Ayam Ras,Konsumen,Ketapang,2026-01-08,49200.0
Panel Harga,Daging Ayam Ras,Konsumen,Kubu Raya,2026-01-08,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Landak,2026-01-08,42333.0
Panel Harga,Daging Ayam Ras,Konsumen,Melawi,2026-01-08,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Mempawah,2026-01-08,39000.0
Panel Harga,Daging Ayam Ras,Konsumen,Sekadau,2026-01-08,48333.0
Panel Harga,Daging Ayam Ras,Konsumen,Sintang,2026-01-08,45750.0
Panel Harga,Daging Ayam Ras,Konsumen,Kota Pontianak,2026-01-08,40000.0
Panel Harga,Telur Ayam Ras,Konsumen,Provinsi,2026-01-08,35580.0
Panel Harga,Telur Ayam Ras,Konsumen,Bengkayang,2026-01-08,34333.0
Panel Harga,Telur Ayam Ras,Konsumen,Kayong Utara,2026-01-08,36800.0
Panel Harga,Telur Ayam Ras,Konsumen,Ketapang,2026-01-08,36600.0
Panel Harga,Telur Ayam Ras,Konsumen,Kubu Raya,2026-01-08,34500.0
Panel Harga,Telur Ayam Ras,Konsumen,Landak,2026-01-08,36000.0
Panel Harga,Telur Ayam Ras,Konsumen,Melawi,2026-01-08,35000.0
Panel Harga,Telur Ayam Ras,Konsumen,Mempawah,2026-01-08,37000.0
Panel Harga,Telur Ayam Ras,Konsumen,Sekadau,2026-01-08,36944.0
Panel Harga,Telur Ayam Ras,Konsumen,Sintang,2026-01-08,35600.0
Panel Harga,Telur Ayam Ras,Konsumen,Kota Pontianak,2026-01-08,33750.0
Panel Harga,Telur Ayam Ras,Konsumen,Kota Singkawang,2026-01-08,33000.0
Panel Harga,Jagung Tk Peternak,Konsumen,Provinsi,2026-01-08,6800.0
Panel Harga,Jagung Tk Peternak,Konsumen,Kota Singkawang,2026-01-08,6800.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Provinsi,2026-01-08,37950.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Sintang,2026-01-08,46000.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Kota Pontianak,2026-01-08,31900.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Kota Singkawang,2026-01-08,36000.0
PIHPS,Daging Ayam Ras Segar,Pasar Modern,Provinsi,2026-01-08,39900.0
PIHPS,Daging Ayam Ras Segar,Pasar Modern,Kota Singkawang,2026-01-08,39900.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Provinsi,2026-01-08,157500.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Sintang,2026-01-08,157500.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Kota Pontianak,2026-01-08,160000.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Kota Singkawang,2026-01-08,160000.0
PIHPS,Daging Sapi Kuailitas I,Pasar Modern,Provinsi,2026-01-08,128000.0
PIHPS,Daging Sapi Kuailitas I,Pasar Modern,Kota Singkawang,2026-01-08,128000.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Provinsi,2026-01-08,141650.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Sintang,2026-01-08,112500.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Kota Pontianak,2026-01-08,152500.0
